Group 1,Group 2,H,p-value,q-value
P1S2 (n=3),P2S1 (n=6),0.5999999999999979,0.4385780260810006,0.7853238300944992
P1S2 (n=3),P2S2 (n=24),0.023809523809518396,0.8773705560641571,1.0
P1S2 (n=3),P2S3 (n=6),0.2666666666666657,0.6055766163353469,0.934188669932381
P1S2 (n=3),P2S4 (n=6),0.5999999999999979,0.4385780260810006,0.7853238300944992
P1S2 (n=3),P3S1 (n=6),0.0,1.0,1.0
P1S2 (n=3),P3S2 (n=24),0.5952380952380878,0.4404006981390063,0.7857508858882991
P1S2 (n=3),P3S3 (n=6),0.0,1.0,1.0
P1S2 (n=3),P3S4 (n=6),0.0,1.0,1.0
P1S2 (n=3),P3S5 (n=6),0.0,1.0,1.0
P1S2 (n=3),P4S1 (n=24),1.5238095238095184,0.21704390775693932,0.5251403816948386
P1S2 (n=3),P4S2 (n=6),3.2666666666666657,0.07070114486598293,0.2504840560966252
P1S2 (n=3),P4S3 (n=6),0.0,1.0,1.0
P1S2 (n=3),P4S4 (n=6),0.0,1.0,1.0
P1S2 (n=3),P5S1 (n=6),0.0,1.0,1.0
P1S2 (n=3),P5S2 (n=6),0.0,1.0,1.0
P1S2 (n=3),P6S1 (n=24),0.005952380952379599,0.9385028847784783,1.0
P1S2 (n=3),P6S2 (n=6),2.3999999999999986,0.12133525035848367,0.3758205869310482
P1S2 (n=3),P6S3 (n=6),1.6666666666666679,0.19670560245894303,0.48672383760822013
P1S2 (n=3),P7S1 (n=6),0.06666666666666643,0.7962534147376396,1.0
P1S2 (n=3),P7S2 (n=6),0.2666666666666657,0.6055766163353469,0.934188669932381
P1S2 (n=3),P7S3 (n=6),0.0,1.0,1.0
P1S2 (n=3),P7S4 (n=6),0.0,1.0,1.0
P1S2 (n=3),PBS (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
P1S2 (n=3),Pram_120 (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
P1S2 (n=3),Pram_120_d (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
P1S3 (n=3),P1S4 (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
P1S3 (n=3),P2S1 (n=6),0.0,1.0,1.0
P1S3 (n=3),P2S2 (n=24),4.339285714285708,0.037242544595979456,0.1847305884516613
P1S3 (n=3),P2S3 (n=6),0.0,1.0,1.0
P1S3 (n=3),P2S4 (n=6),0.0,1.0,1.0
P1S3 (n=3),P3S1 (n=6),0.0,1.0,1.0
P1S3 (n=3),P3S2 (n=24),2.625,0.10519250512004134,0.3366160163841323
P1S3 (n=3),P3S3 (n=6),0.0,1.0,1.0
P1S3 (n=3),P3S4 (n=6),0.0,1.0,1.0
P1S3 (n=3),P3S5 (n=6),0.0,1.0,1.0
P1S3 (n=3),P4S1 (n=24),0.3809523809523796,0.5370939784426423,0.8734380764181987
P1S3 (n=3),P4S2 (n=6),0.0,1.0,1.0
P1S3 (n=3),P4S3 (n=6),0.0,1.0,1.0
P1S3 (n=3),P4S4 (n=6),0.0,1.0,1.0
P1S3 (n=3),P5S1 (n=6),0.0,1.0,1.0
P1S3 (n=3),P5S2 (n=6),0.0,1.0,1.0
P1S3 (n=3),P6S1 (n=24),3.720238095238088,0.05375670497585984,0.19321250484077163
P1S3 (n=3),P6S2 (n=6),0.0,1.0,1.0
P1S3 (n=3),P6S3 (n=6),0.0,1.0,1.0
P1S3 (n=3),P7S1 (n=6),0.0,1.0,1.0
P1S3 (n=3),P7S2 (n=6),0.0,1.0,1.0
P1S3 (n=3),P7S3 (n=6),0.0,1.0,1.0
P1S3 (n=3),P7S4 (n=6),0.0,1.0,1.0
P1S3 (n=3),PBS (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
P1S3 (n=3),Pram_120 (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
P1S3 (n=3),Pram_120_d (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
P1S4 (n=3),P2S1 (n=6),0.0,1.0,1.0
P1S4 (n=3),P2S2 (n=24),1.3392857142857082,0.24715997321190492,0.586110409921365
P1S4 (n=3),P2S3 (n=6),0.0,1.0,1.0
P1S4 (n=3),P2S4 (n=6),0.0,1.0,1.0
P1S4 (n=3),P3S1 (n=6),0.0,1.0,1.0
P1S4 (n=3),P3S2 (n=24),0.2916666666666572,0.5891544654500643,0.934188669932381
P1S4 (n=3),P3S3 (n=6),0.0,1.0,1.0
P1S4 (n=3),P3S4 (n=6),0.0,1.0,1.0
P1S4 (n=3),P3S5 (n=6),0.0,1.0,1.0
P1S4 (n=3),P4S1 (n=24),0.3809523809523796,0.5370939784426423,0.8734380764181987
P1S4 (n=3),P4S2 (n=6),0.0,1.0,1.0
P1S4 (n=3),P4S3 (n=6),0.0,1.0,1.0
P1S4 (n=3),P4S4 (n=6),0.0,1.0,1.0
P1S4 (n=3),P5S1 (n=6),0.0,1.0,1.0
P1S4 (n=3),P5S2 (n=6),0.0,1.0,1.0
P1S4 (n=3),P6S1 (n=24),0.857142857142847,0.3545394797735042,0.6923290628647956
P1S4 (n=3),P6S2 (n=6),0.0,1.0,1.0
P1S4 (n=3),P6S3 (n=6),0.0,1.0,1.0
P1S4 (n=3),P7S1 (n=6),0.0,1.0,1.0
P1S4 (n=3),P7S2 (n=6),0.0,1.0,1.0
P1S4 (n=3),P7S3 (n=6),0.0,1.0,1.0
P1S4 (n=3),P7S4 (n=6),0.0,1.0,1.0
P1S4 (n=3),PBS (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
P1S4 (n=3),Pram_120 (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
P1S4 (n=3),Pram_120_d (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
P2S1 (n=6),P2S2 (n=24),2.107526881720432,0.14657603430899643,0.3966444485238869
P2S1 (n=6),P2S3 (n=6),0.2307692307692335,0.6309540411841686,0.934188669932381
P2S1 (n=6),P2S4 (n=6),0.0,1.0,1.0
P2S1 (n=6),P3S1 (n=6),0.2307692307692335,0.6309540411841686,0.934188669932381
P2S1 (n=6),P3S2 (n=24),1.3010752688172147,0.25401690678030847,0.586110409921365
P2S1 (n=6),P3S3 (n=6),0.2307692307692335,0.6309540411841686,0.934188669932381
P2S1 (n=6),P3S4 (n=6),0.1025641025641093,0.7487740417065392,1.0
P2S1 (n=6),P3S5 (n=6),0.1025641025641093,0.7487740417065392,1.0
P2S1 (n=6),P4S1 (n=24),0.2688172043010866,0.6041263073291608,0.934188669932381
P2S1 (n=6),P4S2 (n=6),1.2564102564102626,0.2623316754083529,0.586110409921365
P2S1 (n=6),P4S3 (n=6),0.025641025641029103,0.8727801237939032,1.0
P2S1 (n=6),P4S4 (n=6),0.1025641025641093,0.7487740417065392,1.0
P2S1 (n=6),P5S1 (n=6),0.4102564102564159,0.5218393903336124,0.8656599919915443
P2S1 (n=6),P5S2 (n=6),0.2307692307692335,0.6309540411841686,0.934188669932381
P2S1 (n=6),P6S1 (n=24),2.107526881720432,0.14657603430899643,0.3966444485238869
P2S1 (n=6),P6S2 (n=6),0.4102564102564159,0.5218393903336124,0.8656599919915443
P2S1 (n=6),P6S3 (n=6),0.4102564102564159,0.5218393903336124,0.8656599919915443
P2S1 (n=6),P7S1 (n=6),0.2307692307692335,0.6309540411841686,0.934188669932381
P2S1 (n=6),P7S2 (n=6),0.1025641025641093,0.7487740417065392,1.0
P2S1 (n=6),P7S3 (n=6),0.2307692307692335,0.6309540411841686,0.934188669932381
P2S1 (n=6),P7S4 (n=6),0.4102564102564159,0.5218393903336124,0.8656599919915443
P2S1 (n=6),PBS (n=3),5.399999999999999,0.020136751550346346,0.14215044284309317
P2S1 (n=6),Pram_120 (n=3),5.399999999999999,0.020136751550346346,0.14215044284309317
P2S1 (n=6),Pram_120_d (n=3),5.399999999999999,0.020136751550346346,0.14215044284309317
P2S2 (n=24),P2S3 (n=6),1.8172043010752787,0.17764641713564494,0.4565420875610357
P2S2 (n=24),P2S4 (n=6),2.583333333333343,0.10799402810510615,0.339019227469194
P2S2 (n=24),P3S1 (n=6),0.0026881720430225187,0.9586501393763696,1.0
P2S2 (n=24),P3S2 (n=24),1.7414965986394577,0.18694930948364596,0.4755223461737867
P2S2 (n=24),P3S3 (n=6),0.09677419354838435,0.7557356175737303,1.0
P2S2 (n=24),P3S4 (n=6),0.010752688172047442,0.9174112601920241,1.0
P2S2 (n=24),P3S5 (n=6),0.0,1.0,1.0
P2S2 (n=24),P4S1 (n=24),3.756802721088434,0.05259305460525946,0.1925921004587665
P2S2 (n=24),P4S2 (n=6),4.301075268817215,0.03808828420629175,0.1847305884516613
P2S2 (n=24),P4S3 (n=6),0.3870967741935516,0.5338294217441379,0.8734380764181987
P2S2 (n=24),P4S4 (n=6),0.0026881720430225187,0.9586501393763696,1.0
P2S2 (n=24),P5S1 (n=6),0.010752688172047442,0.9174112601920241,1.0
P2S2 (n=24),P5S2 (n=6),0.0026881720430225187,0.9586501393763696,1.0
P2S2 (n=24),P6S1 (n=24),0.12287414965985022,0.7259379093883899,1.0
P2S2 (n=24),P6S2 (n=6),3.881720430107535,0.0488145118658309,0.1847305884516613
P2S2 (n=24),P6S3 (n=6),3.483870967741936,0.06196961991403888,0.22112900343426828
P2S2 (n=24),P7S1 (n=6),1.0752688172043037,0.2997583700887114,0.6521059279122845
P2S2 (n=24),P7S2 (n=6),1.6801075268817272,0.19491016533457944,0.48672383760822013
P2S2 (n=24),P7S3 (n=6),0.9704301075268944,0.32457293475435933,0.6679500413383094
P2S2 (n=24),P7S4 (n=6),0.6048387096774235,0.4367377719340778,0.7853238300944992
P2S2 (n=24),PBS (n=3),7.714285714285708,0.005478553242547383,0.14215044284309317
P2S2 (n=24),Pram_120 (n=3),7.714285714285708,0.005478553242547383,0.14215044284309317
P2S2 (n=24),Pram_120_d (n=3),7.714285714285708,0.005478553242547383,0.14215044284309317
P2S3 (n=6),P2S4 (n=6),0.6410256410256494,0.42333964158244053,0.7748208938187842
P2S3 (n=6),P3S1 (n=6),0.6410256410256494,0.42333964158244053,0.7748208938187842
P2S3 (n=6),P3S2 (n=24),1.1854838709677438,0.2762424094447344,0.6035957492713139
P2S3 (n=6),P3S3 (n=6),0.4102564102564159,0.5218393903336124,0.8656599919915443
P2S3 (n=6),P3S4 (n=6),0.4102564102564159,0.5218393903336124,0.8656599919915443
P2S3 (n=6),P3S5 (n=6),0.0,1.0,1.0
P2S3 (n=6),P4S1 (n=24),0.45430107526883035,0.5002994875609154,0.8656599919915443
P2S3 (n=6),P4S2 (n=6),1.6410256410256494,0.20018480417757442,0.48672383760822013
P2S3 (n=6),P4S3 (n=6),0.0,1.0,1.0
P2S3 (n=6),P4S4 (n=6),0.025641025641029103,0.8727801237939032,1.0
P2S3 (n=6),P5S1 (n=6),0.9230769230769269,0.336668367610035,0.6679500413383094
P2S3 (n=6),P5S2 (n=6),0.4102564102564159,0.5218393903336124,0.8656599919915443
P2S3 (n=6),P6S1 (n=24),2.2607526881720474,0.13268955498490365,0.3966444485238869
P2S3 (n=6),P6S2 (n=6),0.9230769230769269,0.336668367610035,0.6679500413383094
P2S3 (n=6),P6S3 (n=6),0.9230769230769269,0.336668367610035,0.6679500413383094
P2S3 (n=6),P7S1 (n=6),0.025641025641029103,0.8727801237939032,1.0
P2S3 (n=6),P7S2 (n=6),0.1025641025641093,0.7487740417065392,1.0
P2S3 (n=6),P7S3 (n=6),0.2307692307692335,0.6309540411841686,0.934188669932381
P2S3 (n=6),P7S4 (n=6),0.6410256410256494,0.42333964158244053,0.7748208938187842
P2S3 (n=6),PBS (n=3),5.399999999999999,0.020136751550346346,0.14215044284309317
P2S3 (n=6),Pram_120 (n=3),5.399999999999999,0.020136751550346346,0.14215044284309317
P2S3 (n=6),Pram_120_d (n=3),5.399999999999999,0.020136751550346346,0.14215044284309317
P2S4 (n=6),P3S1 (n=6),0.2307692307692335,0.6309540411841686,0.934188669932381
P2S4 (n=6),P3S2 (n=24),1.3010752688172147,0.25401690678030847,0.586110409921365
P2S4 (n=6),P3S3 (n=6),0.6410256410256494,0.42333964158244053,0.7748208938187842
P2S4 (n=6),P3S4 (n=6),0.4102564102564159,0.5218393903336124,0.8656599919915443
P2S4 (n=6),P3S5 (n=6),0.025641025641029103,0.8727801237939032,1.0
P2S4 (n=6),P4S1 (n=24),0.6881720430107663,0.4067868333984602,0.7748208938187842
P2S4 (n=6),P4S2 (n=6),1.2564102564102626,0.2623316754083529,0.586110409921365
P2S4 (n=6),P4S3 (n=6),0.025641025641029103,0.8727801237939032,1.0
P2S4 (n=6),P4S4 (n=6),0.1025641025641093,0.7487740417065392,1.0
P2S4 (n=6),P5S1 (n=6),1.2564102564102626,0.2623316754083529,0.586110409921365
P2S4 (n=6),P5S2 (n=6),0.6410256410256494,0.42333964158244053,0.7748208938187842
P2S4 (n=6),P6S1 (n=24),2.107526881720432,0.14657603430899643,0.3966444485238869
P2S4 (n=6),P6S2 (n=6),0.9230769230769269,0.336668367610035,0.6679500413383094
P2S4 (n=6),P6S3 (n=6),0.9230769230769269,0.336668367610035,0.6679500413383094
P2S4 (n=6),P7S1 (n=6),0.2307692307692335,0.6309540411841686,0.934188669932381
P2S4 (n=6),P7S2 (n=6),0.1025641025641093,0.7487740417065392,1.0
P2S4 (n=6),P7S3 (n=6),0.2307692307692335,0.6309540411841686,0.934188669932381
P2S4 (n=6),P7S4 (n=6),0.6410256410256494,0.42333964158244053,0.7748208938187842
P2S4 (n=6),PBS (n=3),5.399999999999999,0.020136751550346346,0.14215044284309317
P2S4 (n=6),Pram_120 (n=3),5.399999999999999,0.020136751550346346,0.14215044284309317
P2S4 (n=6),Pram_120_d (n=3),5.399999999999999,0.020136751550346346,0.14215044284309317
P3S1 (n=6),P3S2 (n=24),0.0,1.0,1.0
P3S1 (n=6),P3S3 (n=6),0.2307692307692335,0.6309540411841686,0.934188669932381
P3S1 (n=6),P3S4 (n=6),0.4102564102564159,0.5218393903336124,0.8656599919915443
P3S1 (n=6),P3S5 (n=6),0.025641025641029103,0.8727801237939032,1.0
P3S1 (n=6),P4S1 (n=24),0.010752688172047442,0.9174112601920241,1.0
P3S1 (n=6),P4S2 (n=6),2.07692307692308,0.1495413545846106,0.3966444485238869
P3S1 (n=6),P4S3 (n=6),2.07692307692308,0.1495413545846106,0.3966444485238869
P3S1 (n=6),P4S4 (n=6),0.1025641025641093,0.7487740417065392,1.0
P3S1 (n=6),P5S1 (n=6),0.2307692307692335,0.6309540411841686,0.934188669932381
P3S1 (n=6),P5S2 (n=6),0.2307692307692335,0.6309540411841686,0.934188669932381
P3S1 (n=6),P6S1 (n=24),0.010752688172047442,0.9174112601920241,1.0
P3S1 (n=6),P6S2 (n=6),2.07692307692308,0.1495413545846106,0.3966444485238869
P3S1 (n=6),P6S3 (n=6),2.07692307692308,0.1495413545846106,0.3966444485238869
P3S1 (n=6),P7S1 (n=6),2.07692307692308,0.1495413545846106,0.3966444485238869
P3S1 (n=6),P7S2 (n=6),2.07692307692308,0.1495413545846106,0.3966444485238869
P3S1 (n=6),P7S3 (n=6),1.6410256410256494,0.20018480417757442,0.48672383760822013
P3S1 (n=6),P7S4 (n=6),0.4102564102564159,0.5218393903336124,0.8656599919915443
P3S1 (n=6),PBS (n=3),5.399999999999999,0.020136751550346346,0.14215044284309317
P3S1 (n=6),Pram_120 (n=3),4.266666666666666,0.038867103812417335,0.1847305884516613
P3S1 (n=6),Pram_120_d (n=3),5.399999999999999,0.020136751550346346,0.14215044284309317
P3S2 (n=24),P3S3 (n=6),0.010752688172047442,0.9174112601920241,1.0
P3S2 (n=24),P3S4 (n=6),0.0026881720430225187,0.9586501393763696,1.0
P3S2 (n=24),P3S5 (n=6),0.0,1.0,1.0
P3S2 (n=24),P4S1 (n=24),0.6139455782312666,0.433306086089983,0.7853238300944992
P3S2 (n=24),P4S2 (n=6),1.9596774193548328,0.16154782208570928,0.42172484081322004
P3S2 (n=24),P4S3 (n=6),0.3870967741935516,0.5338294217441379,0.8734380764181987
P3S2 (n=24),P4S4 (n=6),0.0,1.0,1.0
P3S2 (n=24),P5S1 (n=6),0.024193548387103192,0.8763934510755662,1.0
P3S2 (n=24),P5S2 (n=6),0.0026881720430225187,0.9586501393763696,1.0
P3S2 (n=24),P6S1 (n=24),2.3915816326530432,0.12199015019334426,0.3758205869310482
P3S2 (n=24),P6S2 (n=6),1.8172043010752787,0.17764641713564494,0.4565420875610357
P3S2 (n=24),P6S3 (n=6),1.9596774193548328,0.16154782208570928,0.42172484081322004
P3S2 (n=24),P7S1 (n=6),1.1854838709677438,0.2762424094447344,0.6035957492713139
P3S2 (n=24),P7S2 (n=6),1.3010752688172147,0.25401690678030847,0.586110409921365
P3S2 (n=24),P7S3 (n=6),0.8709677419354875,0.35068753604798253,0.6875139046632384
P3S2 (n=24),P7S4 (n=6),0.6048387096774235,0.4367377719340778,0.7853238300944992
P3S2 (n=24),PBS (n=3),7.714285714285708,0.005478553242547383,0.14215044284309317
P3S2 (n=24),Pram_120 (n=3),7.714285714285708,0.005478553242547383,0.14215044284309317
P3S2 (n=24),Pram_120_d (n=3),7.714285714285708,0.005478553242547383,0.14215044284309317
P3S3 (n=6),P3S4 (n=6),0.2307692307692335,0.6309540411841686,0.934188669932381
P3S3 (n=6),P3S5 (n=6),0.0,1.0,1.0
P3S3 (n=6),P4S1 (n=24),0.024193548387103192,0.8763934510755662,1.0
P3S3 (n=6),P4S2 (n=6),1.6410256410256494,0.20018480417757442,0.48672383760822013
P3S3 (n=6),P4S3 (n=6),2.07692307692308,0.1495413545846106,0.3966444485238869
P3S3 (n=6),P4S4 (n=6),0.1025641025641093,0.7487740417065392,1.0
P3S3 (n=6),P5S1 (n=6),0.9230769230769269,0.336668367610035,0.6679500413383094
P3S3 (n=6),P5S2 (n=6),0.6410256410256494,0.42333964158244053,0.7748208938187842
P3S3 (n=6),P6S1 (n=24),0.3870967741935516,0.5338294217441379,0.8734380764181987
P3S3 (n=6),P6S2 (n=6),0.9230769230769269,0.336668367610035,0.6679500413383094
P3S3 (n=6),P6S3 (n=6),0.9230769230769269,0.336668367610035,0.6679500413383094
P3S3 (n=6),P7S1 (n=6),1.2564102564102626,0.2623316754083529,0.586110409921365
P3S3 (n=6),P7S2 (n=6),1.2564102564102626,0.2623316754083529,0.586110409921365
