Sample	Top over-represented sequence	Sum of remaining over-represented sequences
Soil-P3S1-a_S96.16S.R1	4.45859872611465	52.508221972440786
Soil-P3S1-a_S96.16S.R2	2.13979434661338	37.50052037800253
Soil-P3S1-b_S102.16S.R1	4.284849860071098	54.507979729218675
Soil-P3S1-b_S102.16S.R2	3.044399062098177	41.263898343544334
Soil-P3S1-c_S108.16S.R1	3.7074554294975686	53.893841166936824
Soil-P3S1-c_S108.16S.R2	2.2204213938411668	40.73743922204213
Soil-P3S2-a_S114.16S.R1	4.925144607009186	54.0872745831915
Soil-P3S2-a_S114.16S.R2	2.6241919020074853	40.75791085403198
Soil-P3S2-b_S120.16S.R1	4.7897864847017395	53.444860224521236
Soil-P3S2-b_S120.16S.R2	2.6062073519700637	40.95971824785384
Soil-P3S2-c_S126.16S.R1	4.336132867792772	55.095781825044845
Soil-P3S2-c_S126.16S.R2	2.948947815419458	39.397942814004026
Soil-P3S3-a_S132.16S.R1	4.192375270706493	54.00236995872998
Soil-P3S3-a_S132.16S.R2	2.799002982879091	41.184162137866196
Soil-P3S3-b_S138.16S.R1	4.480995776839298	52.936208046232515
Soil-P3S3-b_S138.16S.R2	2.907312736163592	38.79973327406091
Soil-P3S3-c_S144.16S.R1	5.559830704116968	51.8353212774144
Soil-P3S3-c_S144.16S.R2	2.3739899961523663	40.32320123124283
Soil-P3S4-a_S150.16S.R1	3.324186321164334	50.39077425405541
Soil-P3S4-a_S150.16S.R2	2.045920316787662	37.81305359685993
Soil-P3S4-b_S156.16S.R1	4.642045009017486	51.93679918450563
Soil-P3S4-b_S156.16S.R2	3.1521994824747117	39.222143809299766
Soil-P3S4-c_S161.16S.R1	5.36755678330264	50.832565991405794
Soil-P3S4-c_S161.16S.R2	3.522099447513812	37.335021485573975
Soil-P3S5-a_S97.16S.R1	3.68251698248123	51.805505899177724
Soil-P3S5-a_S97.16S.R2	2.3096174472649267	34.86950303897032
Soil-P3S5-b_S103.16S.R1	3.3415440461528485	51.57840150385683
Soil-P3S5-b_S103.16S.R2	2.27847280741557	37.90756465936346
Soil-P3S5-c_S109.16S.R1	3.0421909696521094	50.928941524796464
Soil-P3S5-c_S109.16S.R2	2.298297557364915	37.32050333086602
Soil-P4S1-a_S115.16S.R1	6.69374976706049	48.88002683463159
Soil-P4S1-a_S115.16S.R2	2.746822705079945	38.3437069061906
Soil-P4S1-b_S121.16S.R1	14.084630180101415	44.701870956460915
Soil-P4S1-b_S121.16S.R2	5.2107011715334846	38.25406539604824
Soil-P4S1-c_S127.16S.R1	6.972432300561112	49.5291534520615
Soil-P4S1-c_S127.16S.R2	2.7518907050500125	38.13613076360092
Soil-P4S2-a_S133.16S.R1	4.653555911273726	51.67695708514373
Soil-P4S2-a_S133.16S.R2	2.1457428157633966	38.303224331122784
Soil-P4S2-b_S139.16S.R1	3.627259870809922	49.887245346481656
Soil-P4S2-b_S139.16S.R2	2.113671979513053	36.29935404961206
Soil-P4S2-c_S145.16S.R1	3.951851733910773	48.56860809476798
Soil-P4S2-c_S145.16S.R2	1.9966245263191413	34.159156768461585
Soil-P4S3-a_S151.16S.R1	4.147433689286944	52.07371684464345
Soil-P4S3-a_S151.16S.R2	3.182914226662074	38.49810540819838
Soil-P4S3-b_S157.16S.R1	4.503173779392391	52.904307557187906
Soil-P4S3-b_S157.16S.R2	3.6368717314064436	39.17122440017568
Soil-P4S3-c_S162.16S.R1	4.243789147723274	53.04032655359278
Soil-P4S3-c_S162.16S.R2	2.804560489830389	38.66211556056022
Soil-P4S4-a_S98.16S.R1	4.438577675109314	49.69886973022028
Soil-P4S4-a_S98.16S.R2	2.421417374804059	32.612820724362706
Soil-P4S4-b_S104.16S.R1	4.113245702730031	47.640040444893835
Soil-P4S4-b_S104.16S.R2	2.3134479271991912	35.2032355915066
Soil-P4S4-c_S110.16S.R1	3.797584187408492	49.048316251830165
Soil-P4S4-c_S110.16S.R2	2.0863836017569546	37.24377745241578
Soil-P5S1-a_S116.16S.R1	5.844813168434488	54.06892302275426
Soil-P5S1-a_S116.16S.R2	3.111658817833722	41.0985431979226
Soil-P5S1-b_S122.16S.R1	5.199674737983376	53.302312974340396
Soil-P5S1-b_S122.16S.R2	4.04318756776292	38.11890133718829
Soil-P5S1-c_S128.16S.R1	5.3408292340126495	53.539470602014525
Soil-P5S1-c_S128.16S.R2	3.0639494026704144	38.711642070742585
Soil-P5S2-a_S134.16S.R1	7.560873411238885	52.84696680478607
Soil-P5S2-a_S134.16S.R2	3.3940127566460263	40.95162717072489
Soil-P5S2-b_S140.16S.R1	5.711249311186334	51.700385735652986
Soil-P5S2-b_S140.16S.R2	2.5938754624891756	39.44343855782099
Soil-P5S2-c_S146.16S.R1	6.1223709369024855	52.32887189292542
Soil-P5S2-c_S146.16S.R2	2.898661567877629	40.508604206500976
Soil-P6S1-a_S152.16S.R1	5.273239436619718	45.68638497652586
Soil-P6S1-a_S152.16S.R2	4.180281690140845	30.565258215962515
Soil-P6S1-b_S158.16S.R1	8.336879734445485	47.31466507787901
Soil-P6S1-b_S158.16S.R2	6.758021959315687	32.07507021874204
Soil-P6S1-c_S163.16S.R1	5.621356699959158	46.71592470203836
Soil-P6S1-c_S163.16S.R2	4.422084431738017	32.45089666951321
Soil-P6S2-a_S99.16S.R1	6.828133012504438	49.36294426255376
Soil-P6S2-a_S99.16S.R2	5.159559780679263	30.910023273243684
Soil-P6S2-b_S105.16S.R1	7.5386119257087	48.7429130009777
Soil-P6S2-b_S105.16S.R2	6.416422287390029	33.91593352883685
Soil-P6S2-c_S111.16S.R1	7.621364511092553	45.49217530227659
Soil-P6S2-c_S111.16S.R2	5.816782251915327	32.856468537816355
Soil-P6S3-a_S117.16S.R1	8.992339422510312	51.02337458259675
Soil-P6S3-a_S117.16S.R2	7.236299351797289	36.93576900412488
Soil-P6S3-b_S123.16S.R1	7.257518422624976	49.14558852818164
Soil-P6S3-b_S123.16S.R2	6.142202748456483	36.90499900418245
Soil-P6S3-c_S129.16S.R1	7.729697688203912	51.12823552657569
Soil-P6S3-c_S129.16S.R2	5.876309029836	36.06006718039907
Soil-P7S1-a_S135.16S.R1	3.7888156086837044	47.66075845012364
Soil-P7S1-a_S135.16S.R2	2.280846386369882	36.2840065952185
Soil-P7S1-b_S141.16S.R1	4.192711655398223	48.41178721775737
Soil-P7S1-b_S141.16S.R2	2.5215801335204318	36.08028234893909
Soil-P7S1-c_S147.16S.R1	4.204565563617059	46.45903379932755
Soil-P7S1-c_S147.16S.R2	2.6508582551760753	35.023889577065994
Soil-P7S2-a_S153.16S.R1	6.3351520893913165	47.33884405528146
Soil-P7S2-a_S153.16S.R2	5.511811023622047	33.381252654621484
Soil-P7S2-b_S159.16S.R1	6.639089121887287	48.263433813892505
Soil-P7S2-b_S159.16S.R2	6.041120576671035	34.55930537352554
Soil-P7S2-c_S164.16S.R1	6.309110015358501	48.25398108479511
Soil-P7S2-c_S164.16S.R2	5.500767924985854	32.80656373777386
Soil-P7S3-a_S100.16S.R1	4.186821673915694	51.01418641518632
Soil-P7S3-a_S100.16S.R2	2.6259095158733383	30.6776147311085
Soil-P7S3-b_S106.16S.R1	4.0169133192389	50.916138125440504
Soil-P7S3-b_S106.16S.R2	2.8776133427296218	35.13037350246656
Soil-P7S3-c_S112.16S.R1	4.40998487140696	48.619515885022636
Soil-P7S3-c_S112.16S.R2	3.1883509833585477	33.785930408472005
Soil-P7S4-a_S118.16S.R1	4.7727363422323315	50.22147731354005
Soil-P7S4-a_S118.16S.R2	3.6194580789337163	32.93427511073872
Soil-P7S4-b_S124.16S.R1	4.729760547320411	48.19612314709236
Soil-P7S4-b_S124.16S.R2	3.361459521094641	32.18700114025087
Soil-P7S4-c_S130.16S.R1	4.783567686793493	46.85231136844037
Soil-P7S4-c_S130.16S.R2	3.326900101093649	31.93180773825935
