#SampleID,Category,plot_sample,host,plot,MLG,quantif_DNA,stimulant,buvo_gen_dist,type,elev,genotype
Soil_P4S2_a,Soil,P4S2,tobacco,P4,MLG2,49.01,NA,0.474693298339844,NA,NA,G2
Soil_P4S2_b,Soil,P4S2,tobacco,P4,MLG2,33.87,NA,0.474693298339844,NA,NA,G2
Soil_P4S2_c,Soil,P4S2,tobacco,P4,MLG2,33.12,NA,0.474693298339844,NA,NA,G2
Soil_P4S3_a,Soil,P4S3,tobacco,P4,MLG3,24.81,NA,0.493125915527344,NA,NA,G2
Soil_P4S3_b,Soil,P4S3,tobacco,P4,MLG3,40.38,NA,0.493125915527344,NA,NA,G2
Soil_P4S3_c,Soil,P4S3,tobacco,P4,MLG3,22.12,NA,0.493125915527344,NA,NA,G2
Soil_P4S4_a,Soil,P4S4,tobacco,P4,MLG4,17.32,NA,0.480943298339844,NA,NA,G2
Soil_P4S4_b,Soil,P4S4,tobacco,P4,MLG4,20.49,NA,0.480943298339844,NA,NA,G2
Soil_P4S4_c,Soil,P4S4,tobacco,P4,MLG4,37.04,NA,0.480943298339844,NA,NA,G2
Soil_P5S1_a,Soil,P5S1,tobacco,P5,MLG8,19.82,NA,0.524481201171875,NA,NA,G2
Soil_P5S1_b,Soil,P5S1,tobacco,P5,MLG8,53.77,NA,0.524481201171875,NA,NA,G2
Soil_P5S1_c,Soil,P5S1,tobacco,P5,MLG8,35.48,NA,0.524481201171875,NA,NA,G2
Soil_P5S2_a,Soil,P5S2,tobacco,P5,MLG9,63.98,NA,0.511993408203125,NA,NA,G2
Soil_P5S2_b,Soil,P5S2,tobacco,P5,MLG9,35.22,NA,0.511993408203125,NA,NA,G2
Soil_P5S2_c,Soil,P5S2,tobacco,P5,MLG9,35.18,NA,0.511993408203125,NA,NA,G2
